Title;Book Author;Book Narrator;audioRuntime;Categories;average_rating;ratings_count;price;audioRuntime_converted;average_rating_converted;ratings_count_converted;category_converted
The Tyranny of Big Tech;Josh Hawley;Tom Parks;06.23;Politics & Social Sciences;4.9;132;9;3;4;2;15
Unsettled;Steven E. Koonin;Jay Aaseng;07.14;Politics & Social Sciences;4.9;63;8;3;4;1;15
The Enemy Within;David Horowitz;Rick Adamson;07.47;Politics & Social Sciences;4.9;50;8;3;4;1;15
Karma;Sadhguru;Sadhguru;08.56;Politics & Social Sciences;4.9;205;9;3;4;2;15
Breaking the News;Alex Marlow;Alex Marlow;10.34;Politics & Social Sciences;4.9;130;9;3;4;2;15
The Sum of Us;Heather McGhee;Heather McGhee;11.08;Politics & Social Sciences;4.9;1238;10;3;4;3;15
Bourbon Street Ghosts;Lily Harper Hart;Angel Clark;06.52;Mystery, Thriller & Suspense;4;1;8;3;4;1;14
10th Anniversary;James Patterson;Carolyn McCormick;07.55;Mystery, Thriller & Suspense;4;22;8;3;4;1;14
The Plot;Jean Hanff Korelitz;Kirby Heyborne;10.43;Mystery, Thriller & Suspense;4;181;9;3;4;2;14
Murder on Fleet Street;Lee Strauss;Elizabeth Klett;04.59;Mystery, Thriller & Suspense;5;1;9;3;5;1;14
Shadow Duel;Brad Magnarella;James Patrick Cronin;08.03;Mystery, Thriller & Suspense;5;3;9;3;5;1;14
Marriage and Murder;Penny Reid;Chris Brinkley;10.45;Mystery, Thriller & Suspense;5;2;9;3;5;1;14
An Isolated Incident;JD Kirk;Angus King;12.52;Mystery, Thriller & Suspense;5;1;9;3;5;1;14
Arcadia Falls: Free First Chapter;Carol Goodman;Jen Taylor;0.20;Mystery, Thriller & Suspense;3.6;975;6;1;3;2;14
Serial Killers;Max Khan;T. Sassy;0.02;Mystery, Thriller & Suspense;3.8;5;5;1;3;1;14
The Next Wife;Kaira Rouda;Megan Tusing;09.46;Mystery, Thriller & Suspense;3.8;232;8;3;3;2;14
Departure;A.G. Riddle;Nicola Barber;10.10;Mystery, Thriller & Suspense;4.1;8382;11;3;4;4;14
Stay Close;Harlan Coben;Scott Brick;11.08;Mystery, Thriller & Suspense;4.1;4172;10;3;4;3;14
The Woman in the Window;A. J. Finn;Ann Marie Lee;13.42;Mystery, Thriller & Suspense;4.1;29561;12;3;4;5;14
The Wrong Family;Tarryn Fisher;Lauren Fortgang;08.59;Mystery, Thriller & Suspense;4.2;2277;10;3;4;3;14
The Marriage;K. L. Slater;Lucy Price-Lewis;09.07;Mystery, Thriller & Suspense;4.2;37;8;3;4;1;14
The Missing;Daisy Pearce;Karen Cass;10.18;Mystery, Thriller & Suspense;4.2;141;9;3;4;2;14
The Sister-in-Law;Sue Watson;Diana Croft;10.40;Mystery, Thriller & Suspense;4.2;584;9;3;4;2;14
A Small Town;Thomas Perry;Christina Delaine;11.03;Mystery, Thriller & Suspense;4.2;498;9;3;4;2;14
Hour of the Witch;Chris Bohjalian;Grace Experience;14.08;Mystery, Thriller & Suspense;4.2;267;9;3;4;2;14
Don't Make a Sound;T.R. Ragan;Jennica Damon;08.06;Mystery, Thriller & Suspense;4.3;841;9;3;4;2;14
A Very English Murder;Verity Bright;Karen Cass;08.56;Mystery, Thriller & Suspense;4.3;497;9;3;4;2;14
Still Life;Louise Penny;Ralph Cosham;09.34;Mystery, Thriller & Suspense;4.3;11191;11;3;4;4;14
The Hunting Party;Lucy Foley;Gary Furlong;10.08;Mystery, Thriller & Suspense;4.3;5844;11;3;4;4;14
The Guest List;Lucy Foley;Jot Davies;10.22;Mystery, Thriller & Suspense;4.3;18278;11;3;4;4;14
Neuromancer;William Gibson;Robertson Dean;10.31;Mystery, Thriller & Suspense;4.3;6900;11;3;4;4;14
The Girl Who Was Taken;Charlie Donlea;Nina Alvamar;10.49;Mystery, Thriller & Suspense;4.3;10154;11;3;4;4;14
Behind Her Eyes;Sarah Pinborough;Anna Bentinck;11.29;Mystery, Thriller & Suspense;4.3;17407;11;3;4;4;14
Play Dead;Ted Dekker;A.W. Miller;12.29;Mystery, Thriller & Suspense;4.3;30;8;3;4;1;14
The Woods;Harlan Coben;Scott Brick;12.31;Mystery, Thriller & Suspense;4.3;7896;11;3;4;4;14
One by One;Ruth Ware;Imogen Church;13.08;Mystery, Thriller & Suspense;4.3;4143;10;3;4;3;14
You're Next;Gregg Hurwitz;Scott Brick;14.01;Mystery, Thriller & Suspense;4.3;9159;11;3;4;4;14
Gone Girl;Gillian Flynn;Julia Whelan;19.11;Mystery, Thriller & Suspense;4.3;55388;13;4;4;5;14
Behind Closed Doors;B. A. Paris;Georgia Maguire;08.29;Mystery, Thriller & Suspense;4.4;52467;12;3;4;5;14
Don't Let Go;Harlan Coben;Steven Weber;08.42;Mystery, Thriller & Suspense;4.4;9277;11;3;4;4;14
Artemis;Andy Weir;Rosario Dawson;08.57;Mystery, Thriller & Suspense;4.4;75571;12;3;4;5;14
Rewind;Catherine Ryan Howard;Alana Kerr Collins;10.03;Mystery, Thriller & Suspense;4.4;251;9;3;4;2;14
The Boy from the Woods;Harlan Coben;Steven Weber;10.08;Mystery, Thriller & Suspense;4.4;14982;11;3;4;4;14
Dark Matter;Blake Crouch;Jon Lindstrom;10.08;Mystery, Thriller & Suspense;4.4;23618;12;3;4;5;14
My Little Girl;Shalini Boland;Katie Villa;10.11;Mystery, Thriller & Suspense;4.4;69;8;3;4;1;14
The Whole Art of Detection;Lyndsay Faye;Simon Vance;11.15;Mystery, Thriller & Suspense;4.4;1691;10;3;4;3;14
The Murder House;James Patterson;Therese Plummer;11.26;Mystery, Thriller & Suspense;4.4;4701;10;3;4;3;14
When the Stars Go Dark;Paula McLain;Marin Ireland;11.29;Mystery, Thriller & Suspense;4.4;565;9;3;4;2;14
Local Woman Missing;Mary Kubica;Brittany Pressley;11.40;Mystery, Thriller & Suspense;4.4;379;9;3;4;2;14
The Immortality Code;Douglas E. Richards;Dan Bittner;13.08;Mystery, Thriller & Suspense;4.4;36;8;3;4;1;14
Never Go Back;Lee Child;Dick Hill;13.44;Mystery, Thriller & Suspense;4.4;7961;11;3;4;4;14
Acts of Omission;James S. Bostwick;Roger Wayne;14.29;Mystery, Thriller & Suspense;4.4;568;9;3;4;2;14
If She Only Knew;Lisa Jackson;Christine Williams;15.21;Mystery, Thriller & Suspense;4.4;226;10;4;4;2;14
The Poet;Michael Connelly;Buck Schirner;15.24;Mystery, Thriller & Suspense;4.4;13591;12;4;4;4;14
The Cuckoo's Calling;Robert Galbraith;Robert Glenister;15.54;Mystery, Thriller & Suspense;4.4;33581;13;4;4;5;14
The Liar;Nora Roberts;January LaVoy;16.31;Mystery, Thriller & Suspense;4.4;14195;12;4;4;4;14
Left to Die;Lisa Jackson;Natalie Ross;17.19;Mystery, Thriller & Suspense;4.4;176;10;4;4;2;14
Storm Front;Jim Butcher;James Marsters;08.01;Mystery, Thriller & Suspense;4.5;47665;12;3;4;5;14
Verity;Colleen Hoover;Vanessa Johansson;08.10;Mystery, Thriller & Suspense;4.5;14310;11;3;4;4;14
The Silent Patient;Alex Michaelides;Jack Hawkins;08.43;Mystery, Thriller & Suspense;4.5;56001;12;3;4;5;14
The House in the Woods;Mark Dawson;Simon Vance;09.57;Mystery, Thriller & Suspense;4.5;267;9;3;4;2;14
Lost Contact;Nathan Hystad;Ray Porter;09.58;Mystery, Thriller & Suspense;4.5;156;9;3;4;2;14
The Devil May Dance;Jake Tapper;Rob Shapiro;10.12;Mystery, Thriller & Suspense;4.5;108;9;3;4;2;14
Win;Harlan Coben;Steven Weber;10.35;Mystery, Thriller & Suspense;4.5;4799;10;3;4;3;14
Recursion;Blake Crouch;Jon Lindstrom;10.47;Mystery, Thriller & Suspense;4.5;6627;11;3;4;4;14
A Lady Compromised;Darcie Wilde;Rosalyn Landor;11.03;Mystery, Thriller & Suspense;4.5;269;9;3;4;2;14
The Thursday Murder Club;Richard Osman;Lesley Manville;12.26;Mystery, Thriller & Suspense;4.5;1333;10;3;4;3;14
One Second After;William R. Forstchen;Joe Barrett;13.17;Mystery, Thriller & Suspense;4.5;23905;12;3;4;5;14
While Justice Sleeps;Stacey Abrams;Adenrele Ojo;14.55;Mystery, Thriller & Suspense;4.5;349;9;3;4;2;14
The Lost World;Michael Crichton;Scott Brick;15.18;Mystery, Thriller & Suspense;4.5;11664;12;4;4;4;14
The Girl with the Dragon Tattoo;Stieg Larsson;Simon Vance;16.19;Mystery, Thriller & Suspense;4.5;39125;13;4;4;5;14
The Red Book;James Patterson;Edoardo Ballerini;08.35;Mystery, Thriller & Suspense;4.6;1194;10;3;4;3;14
Deadly Cross;James Patterson;Brad Sanders;08.43;Mystery, Thriller & Suspense;4.6;1748;10;3;4;3;14
21st Birthday;James Patterson;January LaVoy;08.50;Mystery, Thriller & Suspense;4.6;1011;10;3;4;3;14
One Left Alive: A Heart-Stopping and Gripping Crime Thriller;Helen Phifer;Alison Campbell;09.23;Mystery, Thriller & Suspense;4.6;205;9;3;4;2;14
Secret Remains;Jennifer Graeser Dornbush;Sophie Amoss;09.49;Mystery, Thriller & Suspense;4.6;922;9;3;4;2;14
Fool Moon;Jim Butcher;James Marsters;10.06;Mystery, Thriller & Suspense;4.6;31470;12;3;4;5;14
Where the Blame Lies;Mia Sheridan;Teddy Hamilton;10.54;Mystery, Thriller & Suspense;4.6;2394;10;3;4;3;14
The Long Call;Ann Cleeves;Ben Aldridge;11.36;Mystery, Thriller & Suspense;4.6;30;8;3;4;1;14
The Guardians;John Grisham;Michael Beck;11.50;Mystery, Thriller & Suspense;4.6;26781;12;3;4;5;14
Sycamore Row;John Grisham;Michael Beck;20.46;Mystery, Thriller & Suspense;4.6;25863;13;4;4;5;14
What Abigail Did That Summer;Ben Aaronovitch;Kobna Holdbrook-Smith;04.54;Mystery, Thriller & Suspense;4.7;22;8;3;4;1;14
The Case of the Haunted Haunted House;Drew Hayes;Scott Aiello;08.06;Mystery, Thriller & Suspense;4.7;1072;10;3;4;3;14
Twisted Lies;Angela Marsons;Jan Cramer;08.33;Mystery, Thriller & Suspense;4.7;130;9;3;4;2;14
Dark Sky;C. J. Box;David Chandler;09.31;Mystery, Thriller & Suspense;4.7;1632;10;3;4;3;14
Lost Light: Booktrack Edition;Michael Connelly;Len Cariou;09.33;Mystery, Thriller & Suspense;4.7;171;9;3;4;2;14
The Roach;Rhett C. Bruno;R.C. Bray;10.01;Mystery, Thriller & Suspense;4.7;553;9;3;4;2;14
Little Secrets;Jennifer Hillier;Kirsten Potter;10.33;Mystery, Thriller & Suspense;4.7;3024;10;3;4;3;14
Ocean Prey;John Sandford;Richard Ferrone;12.35;Mystery, Thriller & Suspense;4.7;2645;10;3;4;3;14
Prodigal Son;Gregg Hurwitz;Scott Brick;13.43;Mystery, Thriller & Suspense;4.7;3176;10;3;4;3;14
God's Eye: Awakening: A Labyrinth World LitRPG Novel;Aleron Kong;Luke Daniels;19.12;Mystery, Thriller & Suspense;4.7;4066;11;4;4;3;14
A Time for Mercy;John Grisham;Michael Beck;19.59;Mystery, Thriller & Suspense;4.7;13768;12;4;4;4;14
10 Mystery Short Stories;Rachel Swenson;James R. Cheatham;06.22;Mystery, Thriller & Suspense;4.8;106;9;3;4;2;14
The Diva Serves Forbidden Fruit;Krista Davis;Hillary Huber;08.36;Mystery, Thriller & Suspense;4.8;38;8;3;4;1;14
Ruthless Creatures;J.T. Geissinger;Troy Duran;10.25;Mystery, Thriller & Suspense;4.8;38;8;3;4;1;14
State of Affairs;Marie Force;Eva Kaminksy;10.49;Mystery, Thriller & Suspense;4.8;262;9;3;4;2;14
Into the Fire;Gregg Hurwitz;Scott Brick;11.58;Mystery, Thriller & Suspense;4.8;5986;11;3;4;4;14
Shadow Storm;Christine Feehan;Jim Frangione;13.42;Mystery, Thriller & Suspense;4.8;124;9;3;4;2;14
Faithless in Death;J. D. Robb;Susan Ericksen;13.42;Mystery, Thriller & Suspense;4.8;3639;10;3;4;3;14
True Believer;Jack Carr;Ray Porter;15.44;Mystery, Thriller & Suspense;4.8;12251;12;4;4;4;14
Fortune Funhouse;Jana DeLeon;Cassandra Campbell;09.21;Mystery, Thriller & Suspense;4.9;414;9;3;4;2;14
Savage Son;Jack Carr;Ray Porter;12.56;Mystery, Thriller & Suspense;4.9;10733;11;3;4;4;14
The Devil's Hand;Jack Carr;Ray Porter;14.37;Mystery, Thriller & Suspense;4.9;5596;11;3;4;4;14
Options Trading Strategies;Brian John;Chris Reilly;03.58;Money & Finance;5;253;9;2;5;2;13
100 to 1 in the Stock Market;Thomas William Phelps;Scott R. Pollak;07.55;Money & Finance;5;2;9;3;5;1;13
Options Trading;Matthew Morris;Andrew Mark Short;10.29;Money & Finance;5;232;10;3;5;2;13
Investing and Trading Strategies;Dave Robert Warren Graham;Matthew of Investing and Trading Academy Production;20.35;Money & Finance;5;221;11;4;5;2;13
Summary: Tony Robbins' Money Master the Game: 7 Simple Steps to Financial Freedom;Ant Hive Media;Commodore James;0.25;Money & Finance;3.5;53;5;1;3;1;13
Summary of Ray Dalio’s Big Debt Crises;Swift Reads;Richard Webb;0.25;Money & Finance;4.1;66;6;1;4;1;13
Nomadland;Jessica Bruder;Karen White;09.58;Money & Finance;4.2;1929;10;3;4;3;13
Freakonomics;Steven D. Levitt;Stephen J. Dubner;07.51;Money & Finance;4.4;11050;11;3;4;4;13
How to Create CPN Numbers the Right Way;Alex Parkinson;Martin Landry;0.23;Money & Finance;4.5;33;6;1;4;1;13
101 Ways to Magnetize Money...in Any Economy;Matt Furey;Matt Furey;0.05;Money & Finance;4.6;80;6;1;4;1;13
A Beginner's Guide to the Stock Market: Everything You Need to Start Making Money Today;Matthew R. Kratter;Mike Norgaard;01.42;Money & Finance;4.6;1462;9;2;4;3;13
Unshakeable;Tony Robbins;Tony Robbins;07.21;Money & Finance;4.6;8667;11;3;4;4;13
The Millionaire Next Door;Thomas J. Stanley Ph.D.;Cotter Smith;08.16;Money & Finance;4.6;15685;11;3;4;4;13
How to Stop Worrying and Start Living;Dale Carnegie;Andrew MacMillan;10.08;Money & Finance;4.6;6423;11;3;4;4;13
The Intelligent Investor Rev Ed.;Benjamin Graham;Luke Daniels;17.48;Money & Finance;4.6;5605;12;4;4;4;13
Money: Master the Game;Tony Robbins;Tony Robbins;21.03;Money & Finance;4.6;12971;12;4;4;4;13
100 Baggers;Christopher W. Mayer;Tom Jacobs;06.19;Money & Finance;4.7;326;9;3;4;2;13
How to Avoid a Climate Disaster;Bill Gates;Wil Wheaton;07.11;Money & Finance;4.7;2695;10;3;4;3;13
The 10-Minute Millionaire;D. R. Barton Jr.;Fleet Cooper;07.43;Money & Finance;4.7;46;8;3;4;1;13
The Bitcoin Standard;Saifedean Ammous;James Fouhey;11.16;Money & Finance;4.7;2162;10;3;4;3;13
I Will Teach You to Be Rich;Ramit Sethi;Ramit Sethi;12.08;Money & Finance;4.7;5827;11;3;4;4;13
Rich Dad's Guide to Investing;Robert T. Kiyosaki;Tim Wheeler;14.27;Money & Finance;4.7;4649;10;3;4;3;13
101 Real Estate Tips for Buying a House;Jeff Leighton;Adam Dubeau;02.40;Money & Finance;4.8;16;7;2;4;1;13
The Psychology of Money;Morgan Housel;Chris Hill;05.48;Money & Finance;4.8;3622;10;3;4;3;13
Rich Dad Poor Dad;Robert T. Kiyosaki;Tim Wheeler;06.09;Money & Finance;4.8;65801;12;3;4;5;13
The Simple Path to Wealth;JL Collins;JL Collins;06.38;Money & Finance;4.8;6013;11;3;4;4;13
You Are a Badass at Making Money;Jen Sincero;Jen Sincero;06.59;Money & Finance;4.8;18014;11;3;4;4;13
Rich Dad Poor Dad: 20th Anniversary Edition;Robert T. Kiyosaki;Tom Parks;08.22;Money & Finance;4.8;5040;11;3;4;4;13
Rich Dad's Cashflow Quadrant;Robert T. Kiyosaki;Tim Wheeler;08.48;Money & Finance;4.8;12209;11;3;4;4;13
Rich Dad Advisors: Tax-Free Wealth;Tom Wheelwright;Tom Wheelwright;08.59;Money & Finance;4.8;1609;10;3;4;3;13
The Ultimate Retirement Guide for 50+;Suze Orman;Suze Orman;12.31;Money & Finance;4.8;358;9;3;4;2;13
The Trading Bible;Artur Vida;Abraham Molina;03.43;Money & Finance;4.9;55;7;2;4;1;13
Layered Money;Nik Bhatia;Guy Swann;04.16;Money & Finance;4.9;139;9;3;4;2;13
Cryptocurrency Trading Strategies for Beginners;Brandon Smith;Samantha Novak;07.40;Money & Finance;4.9;59;8;3;4;1;13
Get Good with Money;Tiffany the Budgetnista Aliche;Tiffany the Budgetnista Aliche;12.23;Money & Finance;4.9;117;9;3;4;2;13
The Gift of the Magi;O. Henry;Mike Vendetti;0.17;Literature & Fiction;4;1;6;1;4;1;12
Why I Write;George Orwell;Peter Noble;0.21;Literature & Fiction;4;1;6;1;4;1;12
Arizona Showdown;Clarence Budington Kelland;Christianne Lupher;05.05;Literature & Fiction;4;1;8;3;4;1;12
Gilead (Oprah's Book Club);Marilynne Robinson;Tim Jerome;08.54;Literature & Fiction;4;2505;10;3;4;3;12
The Vanishing Point;Elizabeth Brundage;Fajer Al-Kaisi;10.24;Literature & Fiction;4;1;8;3;4;1;12
The Best of the Best Horror of the Year;Ellen Datlow - editor;Tim Campbell;19.34;Literature & Fiction;4;161;10;4;4;2;12
The Plan;J.-M. Kuczynski;Norma Jean Gradsky;0.06;Literature & Fiction;5;9;7;1;5;1;12
Healthy Start;Etgar Keret;Ben Foster;0.10;Literature & Fiction;5;3;7;1;5;1;12
The Plan Episode 6;J.-M. Kuczynski;Norma Jean Gradsky;0.11;Literature & Fiction;5;4;7;1;5;1;12
Dead Cities;Chris Philbrook;DJ Leone;09.17;Literature & Fiction;5;1;9;3;5;1;12
Life After Death;Sister Souljah;Nia Long;16.01;Literature & Fiction;3.3;2325;10;4;3;3;12
The Vanity of Human Wishes;Samuel Johnson;Denis Daly;0.23;Literature & Fiction;3.5;6;5;1;3;1;12
Gooseberries;Anton Chekhov;Max Bollinger;0.29;Literature & Fiction;3.5;2;5;1;3;1;12
The Hunting Wives;May Cobb;Erin Bennett;10.22;Literature & Fiction;3.6;92;7;3;3;1;12
Psychosis vs. Psychopathy;J.-M. Kuczynski;Norma Jean Gradsky;0.10;Literature & Fiction;3.9;7;5;1;3;1;12
The Myth of Sisyphus by Albert Camus: Summary & Analysis;Eric Williams;Kevin Theis;0.30;Literature & Fiction;3.9;101;6;1;3;2;12
Good Company;Cynthia D'Aprix Sweeney;Marin Ireland;08.59;Literature & Fiction;3.9;395;8;3;3;2;12
Abraham Lincoln: Vampire Hunter;Seth Grahame-Smith;Scott Holst;11.02;Literature & Fiction;3.9;8287;10;3;3;4;12
The Sanatorium;Sarah Pearse;Elizabeth Knowelden;11.58;Literature & Fiction;3.9;2732;9;3;3;3;12
Fifty Shades of Grey;E. L. James;Becca Battoe;19.48;Literature & Fiction;3.9;35537;12;4;3;5;12
Wrong Alibi;Christina Dodd;Vanessa Johansson;0.09;Literature & Fiction;4.1;463;7;1;4;2;12
Celtic Mythology;Philip Freeman;Gerard Doyle;07.31;Literature & Fiction;4.1;670;9;3;4;2;12
Normal People;Sally Rooney;Aoife McMahon;07.34;Literature & Fiction;4.1;5902;11;3;4;4;12
The Phantom of the Opera;Gastón Leroux;Ralph Cosham;07.45;Literature & Fiction;4.1;1856;10;3;4;3;12
The Hellfire Club;Jake Tapper;Jake Tapper;09.58;Literature & Fiction;4.1;1317;10;3;4;3;12
Mexican Gothic;Silvia Moreno-Garcia;Frankie Corzo;10.39;Literature & Fiction;4.1;5626;11;3;4;4;12
The Perfect Wife;JP Delaney;Saskia Maarleveld;10.42;Literature & Fiction;4.1;1289;10;3;4;3;12
A Canticle for Leibowitz;Walter M. Miller Jr.;Tom Weiner;10.55;Literature & Fiction;4.1;4737;10;3;4;3;12
A Confederacy of Dunces;John Kennedy Toole;Barrett Whitener;13.32;Literature & Fiction;4.1;7157;11;3;4;4;12
One Hundred Years of Solitude;Gabriel García Márquez;John Lee;14.04;Literature & Fiction;4.1;4819;10;3;4;3;12
Nine Perfect Strangers;Liane Moriarty;Caroline Lee;16.18;Literature & Fiction;4.1;13390;12;4;4;4;12
The Last Human;Zack Jordan;Bahni Turpin;17.19;Literature & Fiction;4.1;159;10;4;4;2;12
Whispers;Dean Koontz;William Dufris;18.51;Literature & Fiction;4.1;881;10;4;4;2;12
Poetic License;Emily Dickinson;Jason Alexander;03.01;Literature & Fiction;4.2;100;7;2;4;1;12
The Invention of Sound;Chuck Palahniuk;Jefferson Mays;06.47;Literature & Fiction;4.2;285;9;3;4;2;12
The Loyal Wife;Natalie Barelli;Shiromi Arserio;07.08;Literature & Fiction;4.2;944;9;3;4;2;12
My Antonia;Willa Cather;Jeff Cummings;07.22;Literature & Fiction;4.2;2740;10;3;4;3;12
The Couple Next Door;Shari Lapena;Kirsten Potter;08.40;Literature & Fiction;4.2;17002;11;3;4;4;12
Something Wicked This Way Comes;Ray Bradbury;Christian Rummel;09.05;Literature & Fiction;4.2;4593;10;3;4;3;12
The Girl Who Lived;Christopher Greyson;Amy McFadden;09.40;Literature & Fiction;4.2;6490;11;3;4;4;12
The Butterfly House;Katrine Engberg;Graeme Malcolm;10.01;Literature & Fiction;4.2;390;9;3;4;2;12
Monogamy;Sue Miller;Sue Miller;10.54;Literature & Fiction;4.2;482;9;3;4;2;12
Big Summer;Jennifer Weiner;Danielle Macdonald;10.54;Literature & Fiction;4.2;3523;10;3;4;3;12
Lock In (Narrated by Amber Benson);John Scalzi;Amber Benson;10.56;Literature & Fiction;4.2;3023;10;3;4;3;12
Where the Grass Is Green and the Girls Are Pretty;Lauren Weisberger;Thérèse Plummer;11.32;Literature & Fiction;4.2;82;8;3;4;1;12
Sons of War;Nicholas Sansbury Smith;Ray Porter;12.07;Literature & Fiction;4.2;1364;10;3;4;3;12
Fifty Words for Rain;Asha Lemmie;Robin Eller;13.13;Literature & Fiction;4.2;796;9;3;4;2;12
The Divine Comedy;Dante Alighieri;Edoardo Ballerini;14.38;Literature & Fiction;4.2;1277;10;3;4;3;12
Invisible Man;Ralph Ellison;Joe Morton;18.36;Literature & Fiction;4.2;7910;12;4;4;4;12
Lisey's Story;Stephen King;Mare Winningham;18.52;Literature & Fiction;4.2;5301;12;4;4;4;12
The Last Mrs. Parrish;Liv Constantine;Suzanne Elise Freeman;0.11;Literature & Fiction;4.3;19095;9;1;4;4;12
In Five Years;Rebecca Serle;Megan Hilty;06.44;Literature & Fiction;4.3;5412;11;3;4;4;12
The Dark Tower I;Stephen King;George Guidall;07.20;Literature & Fiction;4.3;32110;12;3;4;5;12
The Things They Carried;Tim O'Brien;Bryan Cranston;07.47;Literature & Fiction;4.3;11209;11;3;4;4;12
Northern Spy;Flynn Berry;Katharine Lee McEwan;07.52;Literature & Fiction;4.3;833;9;3;4;2;12
Can You See Her?;S. E. Lynes;Tamsin Kennard;09.02;Literature & Fiction;4.3;556;9;3;4;2;12
Who Is Maud Dixon?;Alexandra Andrews;Therese Plummer;09.11;Literature & Fiction;4.3;348;9;3;4;2;12
Arsenic and Adobo;Mia P. Manansala;Danice Cabanela;09.20;Literature & Fiction;4.3;110;9;3;4;2;12
Unfaithful;Natalie Barelli;Emily Rankin;09.43;Literature & Fiction;4.3;1474;10;3;4;3;12
Such a Fun Age;Kiley Reid;Nicole Lewis;09.58;Literature & Fiction;4.3;10797;11;3;4;4;12
Klara and the Sun;Kazuo Ishiguro;Sura Siu;10.16;Literature & Fiction;4.3;2474;10;3;4;3;12
The Lost Apothecary;Sarah Penner;Lorna Bennett;10.18;Literature & Fiction;4.3;2092;10;3;4;3;12
The Shadow Box;Luanne Rice;Nicol Zanzarella;10.36;Literature & Fiction;4.3;765;9;3;4;2;12
The Lions of Fifth Avenue;Fiona Davis;Erin Bennett;10.37;Literature & Fiction;4.3;1405;10;3;4;3;12
Florence Adler Swims Forever;Rachel Beanland;Jonathan Davis;10.48;Literature & Fiction;4.3;766;9;3;4;2;12
2034;Elliot Ackerman;Emily Woo Zeller;10.49;Literature & Fiction;4.3;975;9;3;4;2;12
Long Road to Mercy;David Baldacci;Brittany Pressley;11.09;Literature & Fiction;4.3;13990;11;3;4;4;12
The Gray Man;Mark Greaney;Jay Snyder;11.11;Literature & Fiction;4.3;18299;11;3;4;4;12
The Wife Between Us;Greer Hendricks;Julia Whelan;11.25;Literature & Fiction;4.3;32074;12;3;4;5;12
Something in the Water;Catherine Steadman;Catherine Steadman;11.41;Literature & Fiction;4.3;40303;12;3;4;5;12
The Woman with the Blue Star;Pam Jenoff;Jennifer Jill Araya;12.20;Literature & Fiction;4.3;107;9;3;4;2;12
Blood Meridian;Cormac McCarthy;Richard Poe;13.06;Literature & Fiction;4.3;6895;11;3;4;4;12
The Sympathizer;Viet Thanh Nguyen;Francois Chau;13.53;Literature & Fiction;4.3;6748;11;3;4;4;12
The Searcher;Tana French;Roger Clark;14.32;Literature & Fiction;4.3;6709;11;3;4;4;12
We Need to Talk About Kevin;Lionel Shriver;Coleen Marlo;16.09;Literature & Fiction;4.3;2501;11;4;4;3;12
A Dangerous Fortune;Ken Follett;Michael Page;16.21;Literature & Fiction;4.3;6672;12;4;4;4;12
Pachinko;Min Jin Lee;Allison Hiroto;18.16;Literature & Fiction;4.3;10097;12;4;4;4;12
Catch-22;Joseph Heller;Jay O. Sanders;19.58;Literature & Fiction;4.3;2717;11;4;4;3;12
The Overstory;Richard Powers;Suzanne Toren;22.58;Literature & Fiction;4.3;6698;12;4;4;4;12
The Missing Sister;Lucinda Riley;Caroline Lennon;23.48;Literature & Fiction;4.3;3;9;4;4;1;12
Go the F--k to Sleep;Adam Mansbach;Samuel L. Jackson;0.06;Literature & Fiction;4.4;21100;10;1;4;5;12
La ninfa de porcelana [The Porcelain Nymph];Isabel Allende;Isabel Allende;0.24;Literature & Fiction;4.4;1991;8;1;4;3;12
Interior Chinatown;Charles Yu;Joel de la Fuente;04.20;Literature & Fiction;4.4;842;9;3;4;2;12
The Great Gatsby;F. Scott Fitzgerald;Jake Gyllenhaal;04.49;Literature & Fiction;4.4;19453;11;3;4;4;12
The Ocean at the End of the Lane;Neil Gaiman;Neil Gaiman;05.48;Literature & Fiction;4.4;22287;12;3;4;5;12
Everything Is F*cked;Mark Manson;Mark Manson;07.02;Literature & Fiction;4.4;6007;11;3;4;4;12
Foundation;Isaac Asimov;Scott Brick;08.37;Literature & Fiction;4.4;14152;11;3;4;4;12
Migrations;Charlotte McConaghy;Barrie Kreinik;08.48;Literature & Fiction;4.4;725;9;3;4;2;12
Dune Messiah;Frank Herbert;Scott Brick;08.57;Literature & Fiction;4.4;16617;11;3;4;4;12
The Joy Luck Club;Amy Tan;Gwendoline Yeo;09.05;Literature & Fiction;4.4;2285;10;3;4;3;12
The Unhoneymooners;Christina Lauren;Cynthia Farrell;09.07;Literature & Fiction;4.4;4420;10;3;4;3;12
The Mother-in-Law;Sally Hepworth;Barrie Kreinik;09.18;Literature & Fiction;4.4;2355;10;3;4;3;12
Last Summer at the Golden Hotel;Elyssa Friedland;Julia Whelan;09.26;Literature & Fiction;4.4;51;8;3;4;1;12
Sharp Objects;Gillian Flynn;Ann Marie Lee;09.34;Literature & Fiction;4.4;37311;12;3;4;5;12
Spellbreaker;Charlie N. Holmberg;Elizabeth Knowelden;09.47;Literature & Fiction;4.4;801;9;3;4;2;12
Beach Read;Emily Henry;Julia Whelan;10.13;Literature & Fiction;4.4;3773;10;3;4;3;12
The Black Book;James Patterson;Edoardo Ballerini;10.18;Literature & Fiction;4.4;12856;11;3;4;4;12
The Fortune Teller;Gwendolyn Womack;Lisa Flanagan;10.32;Literature & Fiction;4.4;1493;10;3;4;3;12
The Vineyard at Painted Moon;Susan Mallery;Tanya Eby;10.34;Literature & Fiction;4.4;366;9;3;4;2;12
